id,joke,category
361,"Yo mama is so stupid that if you gave her a penny for her thoughts, you'd get change.",stupid
360,Yo mama is so stupid that she tried to drown a fish.,stupid
359,"Yo mama is so stupid that I saw her walking down the street yelling into an envelope, asked what she was doing, and she said sending a voice mail.",stupid
358,Yo mama is so stupid that she sent me a fax with a stamp on it.,stupid
356,Yo mama is so stupid that she thinks sexual battery is something in a dildo.,stupid
355,Yo mama is so stupid that she thought a lawsuit was something you wear to court.,stupid
354,Yo mama is so stupid that she thinks a stereotype is the brand on her clock-radio.,stupid
353,Yo mama is so stupid that she can't make Jello because she can't fit 2 quarts of water in the box.,stupid
352,Yo mama is so stupid that on her job application where it says emergency contact she put 911.,stupid
351,Yo mama is so stupid that she asked for a price check at the dollar store.,stupid
350,Yo mama is so stupid that it takes her an hour to cook minute rice.,stupid
349,"Yo mama is so stupid that if she spoke her mind, she'd be speechless.",stupid
348,"Yo mama is so stupid that when she asked me what kinda jeans I wore, I said Guess and she said ""Ummm... Levis?""",stupid
347,"Yo mama is so stupid that she said ""what's that letter after x"". I said Y and she said ""Cause I wanna know"".",stupid
346,Yo mama is so stupid that she took lessons for a player piano.,stupid
345,Yo mama is so stupid that she thought meow mix was a record for cats.,stupid
343,Yo mama is so stupid that she sold the house to pay the mortgage.,stupid
342,Yo mama is so stupid that she called the 7-11 to see when they closed.,stupid
341,"Yo mama is so stupid that she shoved a AA battery up her butt and said ""I got the power!""",stupid
340,"Yo mama is so stupid that when she saw a ""Wrong Way"" sign in her rear view mirror, she turned around.",stupid
339,"Yo mama is so stupid that when she heard 90% of all crimes occur around the home, she moved.",stupid
338,Yo mama is so stupid that I saw her in the frozen food section with a fishing rod.,stupid
337,Yo mama is so stupid that she put a peephole in a glass door.,stupid
336,Yo mama is so stupid that she tries to insult you with yo mama jokes.,stupid
335,Yo mama is so stupid that she wiped her ass before she took a shit.,stupid
334,Yo mama is so stupid that I told her Christmas was just around the corner and she went looking for it.,stupid
333,Yo mama is so stupid that she ran outside with a purse because she heard there was change in the weather.,stupid
332,Yo mama is so stupid that she thinks Christmas Wrap is Snoop Dogg's holiday album.,stupid
330,"Yo mama is so stupid that she ordered a cheese burger from McDonald's and said ""Hold the cheese.""",stupid
329,Yo mama is so stupid that she put a quarter in a parking meter and waited for a gumball to come out.,stupid
328,Yo mama is so stupid that she put on a coat to chew winterfresh gum.,stupid
327,Yo mama is so stupid that she got fired from the M&M factory for throwing away all the W's.,stupid
326,Yo mama is so stupid that she ordered her sushi well done.,stupid
325,Yo mama is so stupid that she took a umbrella to see Purple Rain.,stupid
324,"Yo mama is so stupid that she sits on the TV, and watches the couch!",stupid
323,Yo mama is so stupid that she got stabbed in a shoot out.,stupid
322,Yo mama is so stupid that that she thought Boyz II Men was a day care center.,stupid
321,Yo mama is so stupid that she took a spoon to the Superbowl.,stupid
320,Yo mama is so stupid that she makes Beavis and Butt-Head look like Nobel Prize winners.,stupid
319,"Yo mama is so stupid, that she thought Moby Dick was a sexually transmitted disease.",stupid
317,Yo mama is so stupid that she puts lipstick on her head just to make-up her mind,stupid
316,Yo mama is so stupid that she thought St. Ides was a Catholic church.,stupid
315,Yo mama's so stupid that she though Jar-Jar came with Pickles-Pickles.,stupid
314,"Yo mama is so stupid that when she took an IQ test, the results came out negative.",stupid
313,Yo mama is so stupid that she tries to email people by putting envelopes into her computer's disk drive.,stupid
312,Yo mama is so stupid that she went to the store to buy a color TV and asked what colors they had.,stupid
311,Yo mama is so stupid that she threw a rock the ground and missed.,stupid
310,Yo mama is so stupid that she uses Old Spice for cooking.,stupid
308,"Yo mama is so stupid that she brought a cup to the movie ""Juice.""",stupid
307,Yo mama is so stupid that she leaves the house for the Home Shopping Network.,stupid
306,Yo mama is so stupid that she peals M&M's to make chocolate chip cookies.,stupid
305,Yo mama is so stupid that she got locked in a Furniture store and slept on the floor.,stupid
304,Yo mama is so stupid that in the 'No Child Left Behind' act there's a provision that exempts yo mama.,stupid
303,"Yo mama is so stupid that she was on the corner with a sign that said ""Will eat for food.""",stupid
302,Yo mama is so stupid that she put 2 quarters in her ears and thought she was listening to 50 cent.,stupid
301,"Yo mama is so stupid that when she pulled into the drive-thru at McDonald's, she drove through the window.",stupid
300,Yo mama is so stupid that she got locked out of a convertible car with the top down.,stupid
299,"Yo mama is so stupid that when she locked her keys in the car, it took her all day to get Yo family out.",stupid
298,"Yo mama is so stupid that I saw her jumping up and down, asked what she was doing, and she said she drank a bottle of medicine and forgot to shake it.",stupid
297,Yo mama is so stupid that she sat in a tree house because she wanted to be a branch manager.,stupid
296,"Yo mama is so stupid that when I was drowning and yelled for a life saver, she said ""Cherry or Grape?""",stupid
294,"Yo mama is so stupid that when the computer said ""Press any key to continue"", she couldn't find the 'Any' key.",stupid
293,Yo mama is so stupid that she thought brownie points were coupons for a bake sale.,stupid
292,Yo mama is so stupid that she needs twice as much sense to be a half-wit.,stupid
291,Yo mama is so stupid that she tried to commit suicide by jumping out of the basement window.,stupid
290,Yo mama is so stupid that I told her I was reading a book by Homer and she asked if I had anything written by Bart.,stupid
289,"Yo mama is so stupid, she went to the aquarium to buy a Blu-Ray.",stupid
288,Yo mama is so stupid that she stopped at a stop sign and waited for it to say go.,stupid
287,Yo mama is so stupid that she failed a survey.,stupid
286,Yo mama is so stupid that she climbed over a glass wall to see what was behind it.,stupid
285,Yo mama is so stupid that she put on her glasses to watch 20/20.,stupid
283,Yo mama is so stupid that she put a phone up her ass and thought she was making a booty call.,stupid
282,Yo mama is so stupid that she thought Dunkin' Donuts was a basketball team!,stupid
281,"Yo mama is so stupid that she asked me what yield meant, I said ""Slow down"" and she said ""What... does.... yield... mean?""",stupid
280,"Yo mama is so stupid that she spent twenty minutes lookin' at an orange juice box because it said ""concentrate"".",stupid
279,Yo mama is so stupid that she thought Grape Nuts was an STD.,stupid
278,"Yo mama is so stupid that when she read on her job application to not write below the dotted line she put ""OK"".",stupid
277,Yo mama is so stupid that she bought a video camera to record cable TV shows at home.,stupid
276,Yo mama is so stupid that she thinks Fleetwood Mac is a new hamburger at McDonald's!,stupid
275,Yo mama is so stupid that she thought Delta Airlines was a sorority.,stupid
274,Yo mama is so stupid that she took the Pepsi challenge and chose Dr. Pepper.,stupid
273,Yo mama is so stupid that that she tried to put M&M's in alphabetical order!,stupid
272,"Yo mama is so stupid that she told everyone that she was ""illegitimate"" because she couldn't read.",stupid
271,Yo mama is so stupid that she sold her car for gas money!,stupid
270,Yo mama is so stupid that she tripped over a cordless phone!,stupid
269,Yo mama is so stupid that you have to dig for her IQ!,stupid
268,Yo mama is so stupid that she got locked in a grocery store and starved!,stupid
267,"Yo mama is so stupid that when she went for a blood test, she asked for time to study.",stupid
266,"Yo mama is so stupid that when she saw the ""Under 17 not admitted"" sign at a movie theater, she went home and got 16 friends.",stupid
265,"Yo mama is so stupid that when your dad said it was chilly outside, she ran out the door with a spoon.",stupid
264,Yo mama is so stupid that it took her 2 hours to watch 60 Minutes!,stupid
263,Yo mama is so fat that Thanos had to snap his fingers twice to make her disappear.,fat
262,"Yo mama's so fat, it doesn't matter that the Tardis is bigger on the inside. She can't get through the door.",fat
261,"Yo mama's so fat, the Doctor caught her eating his psychic paper, thinking it was a burger.",fat
260,"Yo Mama's so fat that when she got upgraded by the cybermen, they turned her into an ice cream truck",fat
259,"Yo mama's so fat, the Pirate Planet tried to take her over.",fat
258,"Yo mama's so fat, she's bigger than both the outside AND the inside of the Tardis",fat
257,"Yo mama's so fat, the cyberman DOWNgraded her.",fat
256,Yo mama's so fat that IEEE is working on a wifi protocol so people can get the signals to reach users on opposite sides of her. It's called 802.11 Draft Fat Mama.,fat
255,"Yo mama's so fat that she doesn't just have a low center of gravity, she has an elliptical orbit.",fat
254,Yo mama's so fat that NASA shot a rocket into her ass looking for water.,fat
253,Yo mama's so fat that China uses her to block the internet.,fat
252,Yo mama's so fat that she and the great wall of China are used as reference points when astronauts look back at the Earth.,fat
251,Yo mama's so fat that THX can't even surround her.,fat
250,Yo mama's so fat that the long double numeric variable type in C++ is insufficient to express her weight.,fat
249,Yo mama's so fat that a recursive function computing her weight causes a stack overflow.,fat
248,Yo mama's so fat that scientists track her position by observing anomalies in Pluto's orbit.,fat
247,Yo mama's so fat that she expresses her weight in scientific notation.,fat
246,"Yo mama so fat, even Roose Bolton won't touch her",fat
245,"Yo mama so fat, she Winter-fell and couldn't get up!",fat
244,"Yo mama so fat, they've been calling her ""the wall"" for thousands of years!",fat
243,"Yo mama's so fat, Choji told her to lose weight.",fat
242,Yo mama's so fat that she tried to eat someone dressed as a box of Pocky!,fat
241,Yo mama's so fat that it took the entire Dragon Ball Z crew 1 week just to lift her off the ground.,fat
240,Yo mama's so fat she makes a Snorlax look like a chihuahua!,fat
239,Yo mama's so fat that she was mistaken for Mt. Fuji at the Sakura festival.,fat
238,"Yo Mama So Fat, she can't fit through the moon door.",fat
237,"Yo mama's so fat, she makes Vash look anorexic!",fat
236,Yo mama's so fat that she broke the HP limit!,fat
235,Yo mama's so fat that she cant even fit in the expanding plug suit.,fat
234,"Yo mama's so fat, she scared L into giving up all sweets.",fat
233,"Yo mama's so fat that when she sat down on a park bench, she caused the Naruto time skip.",fat
232,Yo mama's so fat that the Dragon Ball Z crew uses her to make craters on set.,fat
231,"Yo mama's so fat, Naruto couldn't make enough clones to see all sides of her.",fat
230,"Yo Mama's so fat, she walked in front of the TV and I missed three seasons of Inuyasha!",fat
229,"Yo mama's so fat that when she stepped on the scale, her weight was OVER 9000!!!",fat
228,"Yo Mama's so fat, when she fell over, she punched a hole in the fabric of space/time.",fat
227,"Yo Mama's so fat, she got stuck trying to enter the Nexus.",fat
226,"Yo Mama's so fat, she managed to contain a warp core breach.",fat
225,Yo Mama's so fat she wears her own inertia dampener.,fat
224,"Yo Mama's so fat, Data feels strong emotions of disgust and self-terminates.",fat
223,Yo Mama's so fat that when she walks into a room the replicators stop working.,fat
222,"Yo Mama's so fat, that in an attempt to beam her up, the ship ended up being pulled down to the surface.",fat
221,Yo mama's so fat that she crushed Boga as soon as she mounted her.,fat
220,Yo mama's so fat that her lack of balance caused her to stumble into an Utapau sinkhole.,fat
219,Yo mama's so fat that she caused Kamino to flood when her water broke.,fat
218,Yo mama's so fat that the Kaminoans couldn't use her as a host for clones since they couldn't pierce her skin deep enough to draw blood.,fat
217,"Yo mama's so fat that if she was thrown into the second Death Star's reactor core, she could have blown up the entire Imperial fleet.",fat
216,Yo mama's so fat that she fell to the dark side and couldn't get back up.,fat
215,Yo mama's so fat that Gardulla the Hutt had a boost in self-esteem after seeing her.,fat
214,Yo mama's so fat that the passengers of the Millennium Falcon mistook her for a small moon.,fat
213,"Yo mama's so fat that when she beams to a ship, the ship beams inside of her.",fat
212,Yo mama's so fat that only half her body was able to come out frozen from the carbon freezing chamber in Cloud City.,fat
211,Yo mama's so fat that Dexter Jettster mistook her for his wife.,fat
210,Yo mama's so fat that she makes the USS Enterprise look like a micro machines racer.,fat
209,Yo mama's so fat that when she tried to captain a galaxy class they had to separate the saucer so she could fit.,fat
208,Yo mama's so fat she makes Riker's belly look 3 atoms thick.,fat
207,Yo mama's so fat that she tried to fly through a temporal anomaly but she didn't fit.,fat
206,"Yo mama's so fat that if she were placed beside a changeling during regeneration, no one would know the difference.",fat
205,"Yo mama's so fat that she thought the opening line of Kirk's monologue was ""Spice, the final Frontier...""",fat
204,"Yo mama's so fat the odds against not finding her fat are approximately 3,720 to 1.",fat
203,Yo mama's so fat that Spock couldn't find a pressure point to perform the Vulcan Death Grip on her.,fat
202,Yo mama's so fat that even the Death Star couldn't blow her up!,fat
201,"Yo mama's so fat that ""ACORN"" registered her to vote eight times!",fat
200,Yo mama's so fat that Sarah Palin can't see Russia anymore!.,fat
199,Yo mama's so fat that Sarah Palin can see her from her house.,fat
198,"Yo mama's so fat that her biography is called ""The Audacity of Hardee's"".",fat
197,Yo mama's so fat that even Mitt Romney couldn't afford to take her out to dinner!,fat
196,Yo mama's so fat that she supported the bailout just because she wanted a 'barrel of pork'.,fat
195,Yo mama's so fat that the housing bubble popped because she sat on it!,fat
194,Yo mama's so fat that a $700 billion bailout would only keep her fed for a week.,fat
193,Yo mama's so fat the core of her wand has a cream filling.,fat
192,"Ya mama's so fat, her wand is a Slim Jim.",fat
191,Yo mama's so fat they'd have to use transfiguration to sneak her through the hole in the Gryffindor Tower.,fat
190,Yo mama's so fat even Grawp can't pick her up!,fat
189,Yo mama's so fat that even her Quidditch robes have stretch marks.,fat
188,Yo mama's so fat that it takes two boggarts to shape-shift into her!,fat
187,"Yo mama's so fat, she ate the Death Eaters.",fat
186,Yo mama's so fat that the sorting hat couldn't decide where to put her - she couldn't fit in any of the houses!!,fat
185,Yo mama's so fat that if she confronted a boggart it would morph into a treadmill.,fat
184,"Yo mama's so fat, she looked in the mirror of Erised and saw a ham!",fat
183,Yo mama's so fat that even the Dementors can't suck her soul out in one sitting.,fat
182,"Yo mama's so fat, she used the invisibility cloak as a bib.",fat
181,Yo mama's so fat the Sorting Hat assigned her to the House of Pancakes.,fat
180,"Yo mama's so fat that when she asked me ""what's up?"" I said ""your weight!""",fat
179,"Yo mama is so fat that in a love triangle, she'd be the hypotenuse.",fat
178,Yo mama is so fat that her derivative is strictly positive.,fat
177,Yo mama is so fat that the ratio of the circumference to her diameter is four.,fat
176,Yo mama is so fat that she took geometry in high school just cause she heard there was gonna be some pi.,fat
175,"Yo Mama's so fat, her Patronus is a Double-Whopper with Cheese.",fat
174,"Yo mama's so fat, she tried to eat Cornelius Fudge.",fat
173,"Yo mama's so fat, she makes Hagrid look like ""Mini-me"".",fat
172,Yo mama's so fat that a wingardium leviosa spell couldn't lift her.,fat
171,Yo mama's so fat that the Sorting Hat put her in all four houses!,fat
170,Yo mama is so fat that she uses the entire country of Mexico as her tanning bed.,fat
169,"Yo mama's so fat that when she walks, she changes the earth's rotation!",fat
168,"Yo mama's so fat that she doesn't get dreams, she gets movies!",fat
167,"Yo mama's so fat that when she goes on a scale, it reads ""lose some weight"".",fat
166,Yo mama's so fat that she doesn't need the internet - she's worldwide.,fat
165,"Yo mama's so fat that when she goes on a scale, it shows her own phone number.",fat
164,Yo mama is so fat that she's got every caterer in the city on speed dial!,fat
163,"Yo mama is so fat, Al Gore accuses her of global warning every time she farts!",fat
162,Yo mama is so fat that the stripes on her pajamas never end.,fat
161,Yo mama is so fat that she fell out of both sides of her bed.,fat
160,"Yo mama is so fat that when she went to Sea World the whales started singing ""We Are Family"".",fat
159,Yo mama is so fat that her sedan can fit 5 people... or just yo mama with the front seats removed.,fat
158,Yo mama is so fat that the camera TAKES AWAY 10 lbs from her appearance.,fat
157,"Yo mama is so fat that when she goes to an all you can eat buffet, they have to install speed bumps.",fat
156,Yo mama is so fat that she went to the fair and the kids thought she was a bouncy castle.,fat
155,Yo mama is so fat that she stands in two time zones.,fat
154,Yo mama is so fat that when she dances at a concert the whole band skips.,fat
152,Yo mama is so fat that that when I tried to drive around her I ran out of gas.,fat
151,Yo mama is so fat that when she fell over she rocked herself asleep trying to get up again.,fat
150,"Yo mama is so fat that when she visited Toronto's City Hall, she was arrested for attempting to smuggle 500 lbs of crack into Mayor Rob Ford's office.",fat
149,Yo mama is so fat that Dracula got Type 2 Diabetes after biting her neck.,fat
148,"Yo mama is so fat that when we were playing Call of Duty, I got a 20 kill streak for killing her.",fat
147,Yo mama is so fat that they use the elastic in her underwear for bungee jumping.,fat
146,Yo mama is so fat that she got hit by a parked car!,fat
145,"Yo mama is so fat that when she asked for a waterbed, they put a blanket over the ocean!",fat
144,Yo mama is so fat that she has to use a VCR as a beeper!,fat
143,Yo mama is so fat that even her clothes have stretch marks!,fat
142,"Yo mama is so fat that her butt drags on the ground and kids yell - ""there goes Santa Claus with his bag of toys!""",fat
141,Yo mama is so fat that she fell and created the Grand Canyon!,fat
140,"Yo mama is so fat that every time she walks in high heels, she strikes oil!",fat
139,Yo mama is so fat that that her senior pictures had to be taken from a helicopter!,fat
138,Yo mama is so fat that when she lies on the beach no one else gets any sun!,fat
137,"Yo mama so fat, all she wants for Christmas is to see her feet.",fat
136,Yo mama is so fat that she wakes up in sections!,fat
135,Yo mama is so fat that I had to take a train and two buses just to get on the her good side!,fat
134,Yo mama is so fat that her legs are like spoiled milk - white & chunky!,fat
133,Yo mama is so fat that she's got Amtrak written on her leg.,fat
132,Yo mama is so fat that whenever she goes to the beach the tide comes in!,fat
131,Yo mama is so fat that she has to buy three airline tickets.,fat
130,Yo mama is so fat that she looks like she's smuggling a Volkswagen!,fat
129,Yo mama is so fat that she's got her own area code!,fat
128,Yo mama is so fat that when she bungee jumps she goes straight to hell!,fat
127,Yo mama is so fat that her neck looks like a dozen hot dogs!,fat
126,Yo mama is so fat that even Chuck Norris couldn't run around her.,fat
125,"Yo mama is so fat that when she goes to a restaurant, she looks at the menu and says ""okay!""",fat
124,"Yo mama is so fat that when she gets on the scale it says ""to be continued"".",fat
123,Yo mama is so fat that even Dora can't explore her!,fat
122,"Yo mama is so fat that when she wants to shake someones hand, she has to give directions!",fat
121,Yo mama is so fat that she has been declared a natural habitat for condors.,fat
120,Yo mama is so fat that she went to the movie theater and sat next to everyone.,fat
119,Yo mama is so fat that we're in her right now!,fat
118,"Yo mama is so fat that she eats ""Wheat Thicks"".",fat
117,Yo mama is so fat that she got hit by a car and had to go to the hospital to have it removed.,fat
116,Yo mama is so fat that when you get on top of her your ears pop.,fat
115,"Yo mama is so fat that she was cut from the cast of E.T., because she caused an eclipse when she rode the bike across the moon.",fat
114,"Yo mama is so fat that when she was born, she gave the hospital stretch marks.",fat
113,Yo mama is so fat that we went to the drive-in and didn't have to pay for her because we dressed her up as a Toyota.,fat
112,"Yo mama is so fat that when she got hit by a bus, she said, ""Who threw that rock at me?""",fat
111,Yo mama is so fat that she uses a mattress for a tampon.,fat
110,Yo mama is so fat that she can’t even jump to a conclusion.,fat
109,Yo mama is so fat that her waist size is the Equator.,fat
107,Yo mama is so fat that she went on a light diet. As soon as it's light she starts eating.,fat
106,Yo mama is so fat that she was in the Macy's Thanksgiving Day Parade... wearing ropes.,fat
105,Yo mama is so fat that she cut her leg and gravy poured out,fat
104,Yo mama is so fat that she uses redwoods to pick her teeth,fat
103,"Yo mama is so fat that when she lays on the beach, people run around yelling Free Willy.",fat
102,Yo mama is so fat that that she cant tie her own shoes.,fat
101,"Yo mama so fat, that went she stepped in the water, Thailand had to declare another tsunami warning.",fat
99,Yo mama is so fat that it took Usain Bolt 3 years to run around her.,fat
97,Yo mama is so fat that the only pictures you have of her were taken by satellite cameras.,fat
96,Yo mama is so fat that she stepped on a rainbow and made Skittles.,fat
95,Yo mama is so fat that she has her own gravity field.,fat
94,Yo mama is so fat that she cant reach into her back pocket.,fat
93,Yo mama is so fat that she sets off car alarms when she runs.,fat
92,Yo mama is so fat you have to roll over twice to get off her.,fat
91,"Yo mama is so fat that at the zoo, the elephants throw HER peanuts.",fat
90,Yo mama is so fat that she's on both sides of the family!,fat
89,Yo mama is so fat that they have to grease the bath tub to get her out!,fat
88,Yo mama is so fat that when she sits on my face I can't hear the stereo.,fat
87,Yo mama is so fat that NASA has to orbit a satellite around her!,fat
86,"Yo mama is so fat that when she plays hopscotch, she goes ""New York, L.A., Chicago...""",fat
85,Yo mama is so fat that she influences the tides.,fat
83,Yo mama is so fat that when she jumps up in the air she gets stuck!,fat
82,"Yo mama is so fat that when she goes to an amusement park, people try to ride HER!",fat
81,Yo mama is so fat that she gets her toenails painted at Lucky's Auto Body.,fat
80,"Yo mama is so fat that she measures 36-24-36, and the other arm is just as big.",fat
79,Yo mama is so fat that eating contests have banned her because she is unfair competition.,fat
78,"Yo mama is so fat that she doesn't have a tailor, she has a contractor.",fat
77,Yo mama is so fat her headphones are a pair of PA speakers connected to a car amplifier.,fat
76,Yo mama is so fat MTX audio's sub-woofers couldn't rattle her bones!,fat
75,"Yo mama is so fat when she goes skydiving she doesn't use a parachute to land, she uses a twin-engine plane!",fat
74,Yo mama is so fat that she can't even fit into an AOL chat room.,fat
73,Yo mama is so fat that when she runs the fifty-yard dash she needs an overnight bag.,fat
72,Yo mama is so fat that her blood type is Ragu.,fat
71,"Yo mama is so fat that when shes standing on the corner police drive by and yell, “Hey, break it up.”",fat
70,Yo mama is so fat that the shadow of her butt weighs 100 pounds.,fat
69,Yo mama is so fat that I ran around her twice and got lost.,fat
68,Yo mama is so fat that she could sell shade.,fat
67,Yo mama is so fat that she puts on her lipstick with a paint-roller!,fat
66,"Yo mama is so fat that when she takes a shower, her feet don't get wet.",fat
65,Yo mama is so fat that a picture of her would fall off the wall.,fat
64,"Yo mama is so fat that her belly button doesn't have lint, it has sweaters.",fat
63,Yo mama is so fat that when she turns around people throw her a welcome back party.,fat
62,Yo mama is so fat that her bellybuttons got an echo.,fat
61,Yo mama is so fat that she had to go to Sea World to get baptized.,fat
60,"Yo mama is so fat that when she hauls ass, she has to make two trips.",fat
59,Yo mama is so fat that she was born with a silver shovel in her mouth.,fat
58,Yo mama is so fat that she puts mayonnaise on aspirin.,fat
57,"Yo mama is so fat that the sign inside one restaurant says, “Maximum occupancy: 300, or Yo mama.”
",fat
56,Yo mama is so fat that she could fall down and wouldn't even know it.,fat
55,"Yo mama is so fat that she was born on the fourth, fifth, and sixth of June.",fat
54,Yo mama is so fat that she has to pull down her pants to get into her pockets.,fat
53,Yo mama is so fat that even Bill Gates couldn't pay for her liposuction!,fat
52,Yo mama is so fat that God couldn't light the Earth until she moved!,fat
51,"Yo mama is so fat that when she tripped on 4th Ave, she landed on 12th.",fat
50,"Yo mama is so fat that when she gets on the scale it says ""We don't do livestock"".",fat
49,Yo mama is so fat that she fell in love and broke it.,fat
48,"Yo mama is so fat that when she steps on a scale, it reads ""one at a time, please"".",fat
47,"Yo mama is so fat that when she sits around the house, she SITS AROUND THE HOUSE!",fat
46,"Yo mama is so fat that the highway patrol made her wear a sign saying ""Caution! Wide Turn"".",fat
45,Yo mama is so fat that Weight Watchers won't look at her.,fat
44,"Yo mama is so fat that the last time the landlord saw her, he doubled the rent.",fat
43,"Yo mama is so fat that she doesn't eat with a fork, she eats with a forklift.",fat
42,Yo mama is so fat that she broke the Stairway to Heaven.,fat
41,Yo mama is so fat that she has to put her belt on with a boomerang.,fat
40,"Yo mama is so fat that when she goes to a buffet, she gets the group rate.",fat
39,Yo mama's so fat she blew up the Death Star.,fat
38,Yo mama is so fat that she uses two buses for roller-blades.,fat
37,"Yo mama is so fat that when she was growing up she didn't play with dolls, she played with midgets.",fat
36,"Yo mama is so fat that when she ran away, they had to use all four sides of the milk carton to display her picture.",fat
35,"Yo mama is so fat that when she sings, it's over for everybody.",fat
34,"Yo mama is so fat that when she got her shoes shined, she had to take the guy's word for it.",fat
33,Yo mama is so fat that she looks like shes smuggling a Volkswagen.,fat
32,Yo mama is so fat that her cereal bowl came with a lifeguard.,fat
31,"Yo mama is so fat that when she climbed onto a diving board at the beach, the lifeguard told your dad ""sorry, you can't park here"".",fat
30,Yo mama is so fat that she comes at you from all directions.,fat
29,Yo mama is so fat that she walked into the Gap and filled it.,fat
28,Yo mama is so fat that she was zoned for commercial development.,fat
27,Yo mama is so fat that she gets group insurance.,fat
26,Yo mama is so fat that even god can't lift her spirit.,fat
25,"Yo mama is so fat that when she sat on an iPhone, it turned into an iPad.",fat
24,"Yo mama is so fat that when she sat on Wal-Mart, she lowered the prices.",fat
23,Yo mama is so fat that I took a picture of her last Christmas and it's still printing!,fat
22,Yo mama is so fat that light bends around her.,fat
21,"Yo mama is so fat that the last time she saw 90210, it was on a scale.",fat
20,"Yo mama is so fat that when she talks to herself, it's a long distance call.",fat
19,"Yo mama is so fat that when she bungee jumps, she brings down the bridge too.",fat
18,"Yo mama is so fat that that when she sits on the beach, Greenpeace shows up and tries to tow her back into the ocean...",fat
17,Yo mama is so fat that you have to grease the door frame and hold a twinkie on the other side just to get her through!,fat
16,"Yo mama is so fat that when she walked in front of the TV, I missed 3 seasons of Breaking Bad.",fat
15,Yo mama is so fat that she was floating in the ocean and Spain claimed her for the New World.,fat
14,Yo mama is so fat that people jog around her for exercise.,fat
13,Yo mama is so fat that she left the house in high heels and came back wearing flip flops.,fat
12,Yo mama is so fat that she has to iron her pants on the driveway.,fat
11,"Yo mama is so fat that when her beeper goes off, people think she's backing up.",fat
10,"Yo mama is so fat that when she gets in an elevator, it has to go down.",fat
9,Yo mama is so fat that she sat on a dollar and squeezed a booger out George Washington's nose.,fat
8,Yo mama is so fat that the only exercise she gets is when she chases the ice cream truck.,fat
7,Yo mama is so fat that she looked up cheat codes for Wii Fit,fat
6,Yo mama is so fat she threw on a sheet for Halloween and went as Antarctica.,fat
5,Yo mama is so fat and dumb that the only reason she opened her email was because she heard it contained spam.,fat
4,"Yo mama is so fat that when she wears a yellow raincoat, people yell ""taxi!""",fat
3,Yo mama is so fat that the National Weather Service names each one of her farts.,fat
2,"Yo mama is so fat that when she was diagnosed with a flesh-eating disease, the doctor gave her ten years to live.",fat
1,Yo mama is so fat that her bellybutton gets home 15 minutes before she does.,fat
